ID,Cancer
test_1571,Benign
test_1572,Benign
test_1573,Malignant
test_1574,Malignant
test_1575,Benign
test_1576,Malignant
test_1577,Malignant
test_1578,Malignant
test_1579,Malignant
test_1580,Malignant
test_1581,Malignant
test_1582,Malignant
test_1583,Malignant
test_1584,Malignant
test_1585,Benign
test_1586,Benign
test_1587,Benign
test_1588,Malignant
test_1589,Malignant
test_1590,Malignant
test_1591,Malignant
test_1592,Benign
test_1593,Malignant
test_1594,Malignant
test_1595,Malignant
test_1596,Malignant
test_1597,Benign
test_1598,Malignant
test_1599,Benign
test_1600,Benign
test_1601,Malignant
test_1602,Malignant
test_1603,Benign
test_1604,Malignant
test_1605,Malignant
test_1606,Benign
test_1607,Malignant
test_1608,Benign
test_1609,Benign
test_1610,Benign
test_1611,Malignant
test_1612,Benign
test_1613,Benign
test_1614,Benign
test_1615,Benign
test_1616,Malignant
test_1617,Malignant
test_1618,Benign
test_1619,Malignant
test_1620,Malignant
test_1621,Malignant
test_1622,Benign
test_1623,Benign
test_1624,Malignant
test_1625,Benign
test_1626,Benign
test_1627,Malignant
test_1628,Malignant
test_1629,Benign
test_1630,Benign
test_1631,Malignant
test_1632,Malignant
test_1633,Benign
test_1634,Benign
test_1635,Benign
test_1636,Benign
test_1637,Malignant
test_1638,Malignant
test_1639,Benign
test_1640,Benign
test_1641,Benign
test_1642,Benign
test_1643,Benign
test_1644,Malignant
test_1645,Malignant
test_1646,Benign
test_1647,Malignant
test_1648,Benign
test_1649,Malignant
test_1650,Benign
test_1651,Benign
test_1652,Benign
test_1653,Benign
test_1654,Malignant
test_1655,Benign
test_1656,Benign
test_1657,Malignant
test_1658,Benign
test_1659,Benign
test_1660,Benign
test_1661,Malignant
test_1662,Benign
test_1663,Malignant
test_1664,Benign
test_1665,Malignant
test_1666,Benign
test_1667,Benign
test_1668,Benign
test_1669,Malignant
test_1670,Benign
test_1671,Benign
test_1672,Malignant
test_1673,Benign
test_1674,Benign
test_1675,Malignant
test_1676,Malignant
test_1677,Benign
test_1678,Benign
test_1679,Benign
test_1680,Malignant
test_1681,Benign
test_1682,Malignant
test_1683,Malignant
test_1684,Malignant
test_1685,Benign
test_1686,Benign
test_1687,Malignant
test_1688,Malignant
test_1689,Benign
test_1690,Malignant
test_1691,Malignant
test_1692,Malignant
test_1693,Malignant
test_1694,Malignant
test_1695,Benign
test_1696,Benign
test_1697,Malignant
test_1698,Benign
test_1699,Benign
test_1700,Benign
test_1701,Benign
test_1702,Malignant
test_1703,Malignant
test_1704,Malignant
test_1705,Benign
test_1706,Malignant
test_1707,Malignant
test_1708,Malignant
test_1709,Malignant
test_1710,Benign
test_1711,Malignant
test_1712,Benign
test_1713,Malignant
test_1714,Benign
test_1715,Malignant
test_1716,Malignant
test_1717,Benign
test_1718,Benign
test_1719,Benign
test_1720,Benign
test_1721,Benign
test_1722,Malignant
test_1723,Benign
test_1724,Benign
test_1725,Malignant
test_1726,Benign
test_1727,Malignant
test_1728,Malignant
test_1729,Malignant
test_1730,Malignant
test_1731,Benign
test_1732,Benign
test_1733,Benign
test_1734,Malignant
test_1735,Malignant
test_1736,Benign
test_1737,Malignant
test_1738,Malignant
test_1739,Malignant
test_1740,Benign
test_1741,Benign
test_1742,Malignant
test_1743,Malignant
test_1744,Malignant
test_1745,Malignant
test_1746,Benign
test_1747,Malignant
test_1748,Benign
test_1749,Benign
test_1750,Malignant
test_1751,Benign
test_1752,Malignant
test_1753,Benign
test_1754,Malignant
test_1755,Malignant
test_1756,Benign
test_1757,Malignant
test_1758,Malignant
test_1759,Benign
test_1760,Malignant
test_1761,Benign
test_1762,Malignant
test_1763,Benign
test_1764,Benign
test_1765,Malignant
test_1766,Benign
test_1767,Malignant
test_1768,Benign
test_1769,Benign
test_1770,Malignant
test_1771,Malignant
test_1772,Benign
test_1773,Malignant
test_1774,Benign
test_1775,Malignant
test_1776,Benign
test_1777,Malignant
test_1778,Benign
test_1779,Malignant
test_1780,Malignant
test_1781,Benign
test_1782,Malignant
test_1783,Malignant
test_1784,Malignant
test_1785,Benign
test_1786,Malignant
test_1787,Malignant
test_1788,Benign
test_1789,Benign
test_1790,Malignant
test_1791,Malignant
test_1792,Malignant
test_1793,Benign
test_1794,Benign
test_1795,Malignant
test_1796,Benign
test_1797,Benign
test_1798,Malignant
test_1799,Malignant
test_1800,Malignant
test_1801,Benign
test_1802,Malignant
test_1803,Benign
test_1804,Malignant
test_1805,Malignant
test_1806,Benign
test_1807,Malignant
test_1808,Malignant
test_1809,Benign
test_1810,Benign
test_1811,Malignant
test_1812,Benign
test_1813,Benign
test_1814,Malignant
test_1815,Malignant
test_1816,Benign
test_1817,Malignant
test_1818,Benign
test_1819,Malignant
test_1820,Benign
test_1821,Malignant
test_1822,Benign
test_1823,Malignant
test_1824,Malignant
test_1825,Malignant
test_1826,Benign
test_1827,Benign
test_1828,Malignant
test_1829,Malignant
test_1830,Malignant
test_1831,Malignant
test_1832,Benign
test_1833,Malignant
test_1834,Malignant
test_1835,Benign
test_1836,Malignant
test_1837,Malignant
test_1838,Malignant
test_1839,Benign
test_1840,Malignant
test_1841,Malignant
test_1842,Benign
test_1843,Benign
test_1844,Malignant
test_1845,Benign
test_1846,Malignant
test_1847,Malignant
test_1848,Benign
test_1849,Malignant
test_1850,Benign
test_1851,Benign
test_1852,Malignant
test_1853,Benign
test_1854,Malignant
test_1855,Benign
test_1856,Benign
test_1857,Malignant
test_1858,Malignant
test_1859,Malignant
test_1860,Malignant
test_1861,Benign
test_1862,Malignant
test_1863,Benign
test_1864,Benign
test_1865,Benign
test_1866,Malignant
test_1867,Malignant
test_1868,Benign
test_1869,Benign
test_1870,Malignant
test_1871,Benign
test_1872,Malignant
test_1873,Benign
test_1874,Malignant
test_1875,Benign
test_1876,Benign
test_1877,Malignant
test_1878,Benign
test_1879,Benign
test_1880,Malignant
test_1881,Malignant
test_1882,Benign
test_1883,Benign
test_1884,Malignant
test_1885,Benign
test_1886,Benign
test_1887,Benign
test_1888,Benign
test_1889,Benign
test_1890,Malignant
test_1891,Benign
test_1892,Malignant
test_1893,Malignant
test_1894,Malignant
test_1895,Malignant
test_1896,Benign
test_1897,Benign
test_1898,Malignant
test_1899,Malignant
test_1900,Benign
test_1901,Malignant
test_1902,Benign
test_1903,Malignant
test_1904,Malignant
test_1905,Malignant
test_1906,Malignant
test_1907,Malignant
test_1908,Malignant
test_1909,Malignant
test_1910,Malignant
test_1911,Malignant
test_1912,Benign
test_1913,Malignant
test_1914,Benign
test_1915,Malignant
test_1916,Malignant
test_1917,Malignant
test_1918,Malignant
test_1919,Malignant
test_1920,Benign
test_1921,Benign
test_1922,Malignant
test_1923,Malignant
test_1924,Malignant
test_1925,Benign
test_1926,Malignant
test_1927,Malignant
test_1928,Benign
test_1929,Benign
test_1930,Malignant
test_1931,Benign
test_1932,Benign
test_1933,Malignant
test_1934,Benign
test_1935,Benign
test_1936,Benign
test_1937,Malignant
test_1938,Malignant
test_1939,Malignant
test_1940,Malignant
test_1941,Malignant
test_1942,Malignant
test_1943,Malignant
test_1944,Malignant
test_1945,Malignant
test_1946,Malignant
test_1947,Malignant
test_1948,Malignant
test_1949,Malignant
test_1950,Malignant
test_1951,Benign
test_1952,Malignant
test_1953,Benign
test_1954,Benign
test_1955,Benign
test_1956,Malignant
test_1957,Malignant
test_1958,Benign
test_1959,Benign
test_1960,Benign
test_1961,Benign
test_1962,Benign
test_1963,Malignant
test_1964,Benign
test_1965,Malignant
test_1966,Benign
test_1967,Malignant
test_1968,Benign
test_1969,Malignant
test_1970,Malignant
test_1971,Malignant
test_1972,Benign
test_1973,Benign
test_1974,Benign
test_1975,Malignant
test_1976,Benign
test_1977,Benign
test_1978,Malignant
test_1979,Malignant
test_1980,Benign
test_1981,Malignant
test_1982,Benign
test_1983,Benign
test_1984,Benign
test_1985,Malignant
test_1986,Malignant
test_1987,Malignant
test_1988,Malignant
test_1989,Benign
test_1990,Malignant
test_1991,Benign
test_1992,Malignant
test_1993,Benign
test_1994,Malignant
test_1995,Benign
test_1996,Malignant
test_1997,Malignant
test_1998,Benign
test_1999,Benign
test_2000,Benign
test_2001,Benign
test_2002,Benign
test_2003,Benign
test_2004,Malignant
test_2005,Malignant
test_2006,Benign
test_2007,Benign
test_2008,Benign
test_2009,Malignant
test_2010,Malignant
test_2011,Malignant
test_2012,Benign
test_2013,Malignant
test_2014,Benign
test_2015,Malignant
test_2016,Malignant
test_2017,Malignant
test_2018,Malignant
test_2019,Malignant
test_2020,Benign
test_2021,Malignant
test_2022,Malignant
test_2023,Malignant
test_2024,Benign
test_2025,Malignant
test_2026,Malignant
test_2027,Benign
test_2028,Malignant
test_2029,Malignant
test_2030,Malignant
test_2031,Malignant
test_2032,Benign
test_2033,Benign
test_2034,Benign
test_2035,Malignant
test_2036,Malignant
test_2037,Benign
test_2038,Benign
test_2039,Malignant
test_2040,Benign
test_2041,Benign
test_2042,Benign
test_2043,Benign
test_2044,Malignant
test_2045,Benign
test_2046,Benign
test_2047,Malignant
test_2048,Malignant
test_2049,Benign
test_2050,Malignant
test_2051,Benign
test_2052,Benign
test_2053,Malignant
test_2054,Benign
test_2055,Malignant
test_2056,Malignant
test_2057,Benign
test_2058,Benign
test_2059,Malignant
test_2060,Benign
test_2061,Benign
test_2062,Malignant
test_2063,Benign
test_2064,Benign
test_2065,Benign
test_2066,Benign
test_2067,Malignant
test_2068,Malignant
test_2069,Benign
test_2070,Benign
test_2071,Benign
test_2072,Malignant
test_2073,Malignant
test_2074,Malignant
test_2075,Benign
test_2076,Benign
test_2077,Malignant
test_2078,Benign
test_2079,Malignant
test_2080,Malignant
test_2081,Malignant
test_2082,Malignant
test_2083,Benign
test_2084,Benign
test_2085,Benign
test_2086,Malignant
test_2087,Malignant
test_2088,Malignant
test_2089,Malignant
test_2090,Benign
test_2091,Benign
test_2092,Malignant
test_2093,Benign
test_2094,Malignant
test_2095,Malignant
test_2096,Benign
test_2097,Malignant
test_2098,Malignant
test_2099,Malignant
test_2100,Malignant
test_2101,Benign
test_2102,Benign
test_2103,Malignant
test_2104,Benign
test_2105,Malignant
test_2106,Malignant
test_2107,Benign
test_2108,Benign
test_2109,Benign
test_2110,Malignant
test_2111,Benign
test_2112,Benign
test_2113,Benign
test_2114,Benign
test_2115,Malignant
test_2116,Benign
test_2117,Benign
test_2118,Benign
test_2119,Malignant
test_2120,Malignant
test_2121,Malignant
test_2122,Benign
test_2123,Malignant
test_2124,Malignant
test_2125,Malignant
test_2126,Malignant
test_2127,Malignant
test_2128,Malignant
test_2129,Benign
test_2130,Benign
test_2131,Benign
test_2132,Benign
test_2133,Malignant
test_2134,Benign
test_2135,Benign
test_2136,Malignant
test_2137,Malignant
test_2138,Malignant
test_2139,Malignant
test_2140,Benign
test_2141,Malignant
test_2142,Malignant
test_2143,Malignant
test_2144,Malignant
test_2145,Benign
test_2146,Benign
test_2147,Malignant
test_2148,Benign
test_2149,Malignant
test_2150,Malignant
test_2151,Malignant
test_2152,Malignant
test_2153,Malignant
test_2154,Benign
test_2155,Malignant
test_2156,Benign
test_2157,Benign
test_2158,Malignant
test_2159,Malignant
test_2160,Malignant
test_2161,Malignant
test_2162,Benign
test_2163,Benign
test_2164,Malignant
test_2165,Benign
test_2166,Benign
test_2167,Malignant
test_2168,Malignant
test_2169,Malignant
test_2170,Benign
test_2171,Malignant
test_2172,Benign
test_2173,Benign
test_2174,Benign
test_2175,Benign
test_2176,Benign
test_2177,Malignant
test_2178,Malignant
test_2179,Malignant
test_2180,Benign
test_2181,Malignant
test_2182,Benign
test_2183,Benign
test_2184,Malignant
test_2185,Malignant
test_2186,Benign
test_2187,Malignant
test_2188,Benign
test_2189,Malignant
test_2190,Malignant
test_2191,Malignant
test_2192,Benign
test_2193,Malignant
test_2194,Benign
test_2195,Malignant
test_2196,Malignant
test_2197,Benign
test_2198,Benign
test_2199,Benign
test_2200,Benign
test_2201,Malignant
test_2202,Malignant
test_2203,Malignant
test_2204,Benign
test_2205,Benign
test_2206,Benign
test_2207,Malignant
test_2208,Malignant
test_2209,Malignant
test_2210,Benign
test_2211,Malignant
test_2212,Malignant
test_2213,Malignant
test_2214,Malignant
test_2215,Benign
test_2216,Benign
test_2217,Malignant
test_2218,Benign
test_2219,Benign
test_2220,Malignant
test_2221,Malignant
test_2222,Malignant
test_2223,Malignant
test_2224,Benign
test_2225,Benign
test_2226,Malignant
test_2227,Malignant
test_2228,Benign
test_2229,Benign
test_2230,Benign
test_2231,Benign
test_2232,Benign
test_2233,Benign
test_2234,Benign
test_2235,Malignant
test_2236,Benign
test_2237,Malignant
test_2238,Benign
test_2239,Malignant
test_2240,Malignant
test_2241,Malignant
test_2242,Malignant
test_2243,Benign
test_2244,Malignant
test_2245,Malignant
test_2246,Malignant
test_2247,Benign
test_2248,Benign
test_2249,Malignant
test_2250,Malignant
test_2251,Benign
test_2252,Malignant
test_2253,Benign
test_2254,Malignant
test_2255,Malignant
test_2256,Malignant
test_2257,Malignant
test_2258,Malignant
test_2259,Malignant
test_2260,Malignant
test_2261,Benign
test_2262,Malignant
test_2263,Malignant
test_2264,Benign
test_2265,Benign
test_2266,Malignant
test_2267,Benign
test_2268,Benign
test_2269,Benign
test_2270,Benign
test_2271,Malignant
test_2272,Benign
test_2273,Benign
test_2274,Malignant
test_2275,Benign
test_2276,Malignant
test_2277,Malignant
test_2278,Benign
test_2279,Benign
test_2280,Malignant
test_2281,Malignant
test_2282,Benign
test_2283,Benign
test_2284,Malignant
test_2285,Malignant
test_2286,Malignant
test_2287,Malignant
test_2288,Malignant
test_2289,Benign
test_2290,Malignant
test_2291,Benign
test_2292,Malignant
test_2293,Benign
test_2294,Benign
test_2295,Malignant
test_2296,Malignant
test_2297,Benign
test_2298,Benign
test_2299,Benign
test_2300,Malignant
test_2301,Malignant
test_2302,Malignant
test_2303,Malignant
test_2304,Benign
test_2305,Malignant
test_2306,Malignant
test_2307,Malignant
test_2308,Malignant
test_2309,Benign
test_2310,Malignant
test_2311,Benign
test_2312,Benign
test_2313,Malignant
test_2314,Benign
test_2315,Malignant
test_2316,Malignant
test_2317,Malignant
test_2318,Benign
test_2319,Malignant
test_2320,Malignant
test_2321,Benign
test_2322,Malignant
test_2323,Malignant
test_2324,Benign
test_2325,Malignant
test_2326,Malignant
test_2327,Benign
test_2328,Malignant
test_2329,Benign
test_2330,Benign
test_2331,Benign
test_2332,Benign
test_2333,Malignant
test_2334,Malignant
test_2335,Benign
test_2336,Benign
test_2337,Malignant
test_2338,Benign
test_2339,Malignant
test_2340,Malignant
test_2341,Malignant
test_2342,Malignant
test_2343,Benign
test_2344,Malignant
test_2345,Benign
test_2346,Benign
test_2347,Malignant
test_2348,Malignant
test_2349,Malignant
test_2350,Benign
